dictionary,hiragana,meaning,type,transitivity,te,past,negative,negativePast,polite,potential,passive,causative,causativePassive,conditional,imperative,volitional,prohibitive,lesson
応募,おうぼする,申请，应征,不规则动词,他动词,応募して,応募した,応募しない,応募しなかった,応募します,応募できる,応募される,応募させる,応募させられる,応募すれば,応募しろ,応募しよう,応募するな,217
彫る,ほる,雕刻，挖，掘,五段动词,他动词,彫って,彫った,彫らない,彫らなかった,彫ります,彫れる,彫られる,彫らせる,彫らせられる,彫れば,彫れ,彫ろう,彫るな,217
捕まる,つかまる,被抓住，被逮捕,五段动词,自动词,捕まって,捕まった,捕まらない,捕まらなかった,捕まります,捕まれる,捕まられる,捕まらせる,捕まらせられる,捕まれば,捕まれ,捕まろう,捕まるな,217
自殺,じさつする,自杀,不规则动词,自动词,自殺して,自殺した,自殺しない,自殺しなかった,自殺します,自殺できる,自殺される,自殺させる,自殺させられる,自殺すれば,自殺しろ,自殺しよう,自殺するな,217
植える,うえる,种植，栽种,一段动词,他动词,植えて,植えた,植えない,植えなかった,植えます,植えられる,植えられる,植えさせる,植えさせられる,植えれば,植えろ,植えよう,植えるな,217
欠かす,かかす,缺少，遗漏，省去,五段动词,他动词,欠かして,欠かした,欠かさない,欠かさなかった,欠かします,欠かせる,欠かされる,欠かさせる,欠かさせられる,欠かせば,欠かせ,欠かそう,欠かすな,217
寄付,きふする,捐赠，捐助,不规则动词,他动词,寄付して,寄付した,寄付しない,寄付しなかった,寄付します,寄付できる,寄付される,寄付させる,寄付させられる,寄付すれば,寄付しろ,寄付しよう,寄付するな,217
入賞,にゅうしょうする,获奖，得奖，入选,不规则动词,自动词,入賞して,入賞した,入賞しない,入賞しなかった,入賞します,入賞できる,入賞される,入賞させる,入賞させられる,入賞すれば,入賞しろ / 入賞せよ,入賞しよう,入賞するな,217
沿う,そう,沿着，顺着，遵照,五段动词,自动词,沿って,沿った,沿わない,沿わなかった,沿います,沿える,沿われる,沿わせる,沿わせられる,沿えば,沿え,沿おう,沿うな,217
再選,さいせんする,再次当选，重新选举,不规则动词,他动词,再選して,再選した,再選しない,再選しなかった,再選します,再選できる,再選される,再選させる,再選させられる,再選すれば,再選しろ,再選しよう,再選するな,218
掲載,けいさいする,掲載する，登載，刊載,不规则动词,他動詞,掲載して,掲載した,掲載しない,掲載しなかった,掲載します,掲載できる,掲載される,掲載させる,掲載させられる,掲載すれば,掲載しろ / 掲載せよ,掲載しよう,掲載するな,218
存,ぞんずる,知道，认识（谦让语）,不规则动词,他动词,存じて,存じた,存じません,存じませんでした,存じます,存じられる,存じられる,存じさせる,存じさせられる,存じれば,存じろ,存じよう,存じるな,218
許す,ゆるす,允许，原谅，宽恕,五段动词,他动词,許して,許した,許さない,許さなかった,許します,許せる,許される,許させる,許させられる,許せば,許せ,許そう,許すな,218
請求,せいきゅうする,请求，要求，索取,不规则动词,他动词,請求して,請求した,請求しない,請求しなかった,請求します,請求できる,請求される,請求させる,請求させられる,請求すれば,請求しろ / 請求せよ,請求しよう,請求するな,218
送付,そうふする,发送，寄送,不规则动词,他动词,送付して,送付した,送付しない,送付しなかった,送付します,送付できる,送付される,送付させる,送付させられる,送付すれば,送付しろ,送付しよう,送付するな,218
問い合わせる,といあわせる,询问，咨询，查询,一段动词,他动词,問い合わせて,問い合わせた,問い合わせない,問い合わせなかった,問い合わせます,問い合わせられる,問い合わせられる,問い合わせさせる,問い合わせさせられる,問い合わせれば,問い合わせろ,問い合わせよう,問い合わせるな,218
合併,がっぺいする,合并，兼并,不规则动词,他动词,合併して,合併した,合併しない,合併しなかった,合併します,合併できる,合併される,合併させる,合併させられる,合併すれば,合併しろ,合併しよう,合併するな,218
越える,こえる,越过，超过，超越,一段动词,自动词,越えて,越えた,越えない,越えなかった,越えます,越えられる,越えられる,越えさせる,越えさせられる,越えれば,越えろ,越えよう,越えるな,218
メモする,メモする,记笔记，做记录,不规则动词,他动词,メモして,メモした,メモしない,メモしなかった,メモします,メモできる,メモされる,メモさせる,メモさせられる,メモすれば,メモしろ / メモせよ,メモしよう,メモするな,218
願う,ねがう,希望，祈求，请求,五段动词,他动词,願って,願った,願わない,願わなかった,願います,願える,願われる,願わせる,願わせられる,願えば,願え,願おう,願うな,218
遠回り,とおまわりする,绕远路，绕道,不规则动词,自动词,遠回りして,遠回りした,遠回りしない,遠回りしなかった,遠回りします,遠回りできる,遠回りされる,遠回りさせる,遠回りさせられる,遠回りすれば,遠回りしろ / 遠回りせよ,遠回りしよう,遠回りするな,219
悩む,なやむ,烦恼，苦恼，忧虑,五段动词,自动词,悩んで,悩んだ,悩まない,悩まなかった,悩みます,悩める,悩まれる,悩ませる,悩ませられる,悩めば,悩め,悩もう,悩むな,219
絶交,ぜっこうする,断交，绝交,不规则动词,他动词,絶交して,絶交した,絶交しない,絶交しなかった,絶交します,絶交できる,絶交される,絶交させる,絶交させられる,絶交すれば,絶交しろ,絶交しよう,絶交するな,219
反省,はんせいする,反省，反思,不规则动词,他動詞,反省して,反省した,反省しない,反省しなかった,反省します,反省できる,反省される,反省させる,反省させられる,反省すれば,反省しろ / 反省せよ,反省しよう,反省するな,219
完了,かんりょうする,完成，结束,不规则动词,他动词,完了して,完了した,完了しない,完了しなかった,完了します,完了できる,完了される,完了させる,完了させられる,完了すれば,完了しろ,完了しよう,完了するな,219
留年,りゅうねんする,留级，重读一年,不规则动词,自动词,留年して,留年した,留年しない,留年しなかった,留年します,留年できる,留年される,留年させる,留年させられる,留年すれば,留年しろ,留年しよう,留年するな,219
照りつける,てりつける,照射，暴晒,一段动词,他动词,照りつけて,照りつけた,照りつけない,照りつけなかった,照りつけます,照りつけられる,照りつけられる,照りつけさせる,照りつけさせられる,照りつければ,照りつけろ,照りつけよう,照りつけるな,219
